subject_id,epoch_id,start_time_sec,eeg_channel,mean,std,min,max,signal_energy,delta_power,theta_power,alpha_power,beta_power,sleep_stage,sleep_stage_raw
0,27,810.0,EEG Fpz-Cz,5.732922260087989e-07,1.3819705706630048e-05,-8.150842271802496e-05,6.0655948787863496e-05,5.739387893827955e-07,1.1968068292968818e-10,1.683627490427683e-11,5.62477733849453e-12,1.1578955454094542e-11,Wake,Sleep stage W
0,28,840.0,EEG Fpz-Cz,1.723954950994447e-07,2.0457963418355517e-05,-9.594642966708873e-05,7.435182420969952e-05,1.2556739623005088e-06,2.2205067584583323e-10,2.3428880315579097e-11,7.68913705440746e-12,1.1298920774746408e-11,Wake,Sleep stage W
0,29,870.0,EEG Fpz-Cz,4.805490537748429e-08,2.374174064006051e-05,-8.385555681303352e-05,0.0001051128890251,1.691017673681495e-06,3.4762746737289394e-10,3.121706328454884e-11,7.121716436126991e-12,1.1403946599606809e-11,Wake,Sleep stage W
0,30,900.0,EEG Fpz-Cz,-1.269226107205603e-07,1.998255551084946e-05,-8.285108217681282e-05,0.00010510515388,1.1979559022798768e-06,2.2946768759773128e-10,2.316079855768337e-11,6.376531505351385e-12,1.229068173187582e-11,Wake,Sleep stage W
0,31,930.0,EEG Fpz-Cz,5.323760077414422e-09,1.216828065775676e-05,-6.632165759075709e-05,5.599101094025421e-05,4.442012475250761e-07,8.620071707108698e-11,2.3313483203947825e-11,6.448101589501753e-12,1.152708380055567e-11,Wake,Sleep stage W
0,32,960.0,EEG Fpz-Cz,-2.606596364548523e-09,1.6983295599983168e-05,-7.907117466175425e-05,7.816153261356946e-05,8.652970086922565e-07,1.9894353342808507e-10,1.8843577391527486e-11,5.584956596648365e-12,1.0055319158612992e-11,Wake,Sleep stage W
0,33,990.0,EEG Fpz-Cz,1.6003353822456146e-07,1.6081064981802275e-05,-6.710532235701944e-05,6.968774860198529e-05,7.758787850469123e-07,1.3481762984615738e-10,1.8382819593703137e-11,5.821950966282777e-12,1.1298055387121747e-11,Wake,Sleep stage W
0,34,1020.0,EEG Fpz-Cz,-8.225601388598459e-08,1.614328523583803e-05,-6.882634975911432e-05,5.095133001525919e-05,7.818372727723393e-07,1.4324789798683778e-10,1.9557237949908672e-11,5.446401588558775e-12,7.750131450501038e-12,Wake,Sleep stage W
0,35,1050.0,EEG Fpz-Cz,-3.544700570409483e-08,2.3914278025224643e-05,-8.158808182183276e-05,9.969224686734076e-05,1.7156818498738666e-06,3.874627623218851e-10,3.2787325563921546e-11,7.350737823451784e-12,1.0088322871295528e-11,Wake,Sleep stage W
0,36,1080.0,EEG Fpz-Cz,-8.458347904810344e-08,2.1302190366719903e-05,-7.990743073351566e-05,0.0001071789097654,1.3613714063547067e-06,2.737376174835811e-10,2.142446203362528e-11,6.7423791224302205e-12,1.5149337152817304e-11,Wake,Sleep stage W
0,37,1110.0,EEG Fpz-Cz,6.88367831812733e-08,1.80758483160302e-05,-7.572070294365074e-05,8.084900255707043e-05,9.802230925405515e-07,2.0319124972254218e-10,2.310319106312719e-11,7.147409723618289e-12,9.586118230935394e-12,Wake,Sleep stage W
0,38,1140.0,EEG Fpz-Cz,-3.6938693843673465e-08,1.302972621892325e-05,-6.27670605662659e-05,4.709171571467753e-05,5.093253894215965e-07,9.187048371241772e-11,1.9976259728286e-11,5.690910231386289e-12,1.2763021480561762e-11,Wake,Sleep stage W
0,39,1170.0,EEG Fpz-Cz,8.692477545201476e-08,1.7209578108720147e-05,-7.20081164997155e-05,7.447935003080698e-05,8.885314037901813e-07,1.847827575894132e-10,2.1186737468394767e-11,5.653998168644682e-12,1.1451329255627279e-11,Wake,Sleep stage W
0,40,1200.0,EEG Fpz-Cz,2.395292283812959e-07,2.5486712372036163e-05,-0.0001023787814811,8.973487877975917e-05,1.9488896453584505e-06,4.1235819513487597e-10,2.940353582478439e-11,9.14003135983638e-12,1.2097928450287882e-11,Wake,Sleep stage W
0,41,1230.0,EEG Fpz-Cz,-4.627488239800257e-07,2.011940582782776e-05,-7.576428662406853e-05,0.0001355932160905,1.2150138820167738e-06,3.0805722106357285e-10,2.2464343697739625e-11,5.8230350179339015e-12,8.733308436632757e-12,Wake,Sleep stage W
0,42,1260.0,EEG Fpz-Cz,-6.91440103593303e-08,2.5683391854557064e-05,-8.398386283990227e-05,0.0001155600987332,1.9789241941466906e-06,3.8152311594920755e-10,2.650093308400312e-11,6.144163396968254e-12,1.1147401368789623e-11,Wake,Sleep stage W
0,43,1290.0,EEG Fpz-Cz,2.1452845605679725e-07,1.9503784166060996e-05,-0.0001012171370209,8.317967004933897e-05,1.1413308577642488e-06,2.464891950467448e-10,2.646407723973769e-11,6.95739792821809e-12,1.3778353160754556e-11,Wake,Sleep stage W
0,44,1320.0,EEG Fpz-Cz,2.762282453058456e-07,1.5020559216649296e-05,-6.648392781313981e-05,8.276764056649674e-05,6.770805036731187e-07,1.3351725041841651e-10,1.0777714963446659e-11,4.215185447058054e-12,6.7862370846063295e-12,Wake,Sleep stage W
0,45,1350.0,EEG Fpz-Cz,-2.546807032505583e-07,1.7929210679237037e-05,-7.971162925060575e-05,6.161605382015013e-05,9.645643735232267e-07,1.8015759502541483e-10,2.947081557803391e-11,7.793043960265385e-12,1.5226295872436303e-11,Wake,Sleep stage W
0,46,1380.0,EEG Fpz-Cz,-6.880216835046832e-08,1.5364371966743872e-05,-7.81779177534761e-05,5.661935599919391e-05,7.082059790125039e-07,1.2363310081125283e-10,1.8090346582451727e-11,7.517827224409337e-12,1.1945815987698288e-11,Wake,Sleep stage W
0,47,1410.0,EEG Fpz-Cz,1.360886707725157e-07,1.6822008162784456e-05,-7.171960530320694e-05,0.0001029871402566,8.489954362652986e-07,1.8312893524008308e-10,2.1219876074360543e-11,6.3166010811593256e-12,1.4212368496703045e-11,Wake,Sleep stage W
0,48,1440.0,EEG Fpz-Cz,-9.623330899252769e-09,2.337258510213568e-05,-0.0001067312081824,9.942851204859866e-05,1.6388334808952164e-06,3.695564642111605e-10,2.4734988901940794e-11,8.395461818818586e-12,1.2432806752445778e-11,Wake,Sleep stage W
0,49,1470.0,EEG Fpz-Cz,-2.83231061120366e-07,1.998208387508018e-05,-7.656257462821208e-05,6.116851574853249e-05,1.1980916874741682e-06,2.572669944223681e-10,2.11597092032142e-11,6.115124901504787e-12,7.972835711635045e-12,Wake,Sleep stage W
0,50,1500.0,EEG Fpz-Cz,1.7317472119214297e-07,1.6035605558285324e-05,-8.459255217096758e-05,6.455832065239862e-05,7.715119053149133e-07,1.389304092525605e-10,1.9228744498655512e-11,4.839639827275989e-12,8.721172398414432e-12,Wake,Sleep stage W
0,51,1530.0,EEG Fpz-Cz,-1.9427696133130559e-07,1.841708753118884e-05,-7.575853223677629e-05,9.115933414797066e-05,1.0176805700075266e-06,2.8173170010490066e-10,1.8069772491768015e-11,5.980618734996736e-12,1.0200356200314172e-11,Wake,Sleep stage W
0,52,1560.0,EEG Fpz-Cz,-1.356476905260972e-07,1.966894151815414e-05,-8.016884791530403e-05,7.067546615685431e-05,1.1606569822215385e-06,1.9015867460776407e-10,2.224930261465745e-11,6.674723066053326e-12,1.1572771585099069e-11,Wake,Sleep stage W
0,53,1590.0,EEG Fpz-Cz,2.0127119048826968e-07,1.8660079293959037e-05,-7.681923822850737e-05,7.561460795119381e-05,1.0447172080468776e-06,2.4035226031723864e-10,2.2006555913042705e-11,7.337798887607182e-12,1.4525067928685149e-11,Wake,Sleep stage W
0,54,1620.0,EEG Fpz-Cz,-4.446902263153255e-08,1.637315368668431e-05,-7.494685016928237e-05,8.486276842633252e-05,8.042464174252734e-07,1.3897558667971633e-10,1.9604026189121373e-11,6.5358523294205315e-12,1.4860840862613868e-11,Wake,Sleep stage W
0,55,1650.0,EEG Fpz-Cz,1.669400330049305e-07,2.1616771526743783e-05,-7.980812950326332e-05,8.894896738188451e-05,1.4019380406421812e-06,2.3598658898879113e-10,2.0093738697745065e-11,6.118549904430724e-12,1.325503339548654e-11,Wake,Sleep stage W
0,56,1680.0,EEG Fpz-Cz,1.0104823727227112e-07,1.5693550296208734e-05,-7.427575617702601e-05,7.737886788699563e-05,7.38893194937667e-07,1.5410219884371174e-10,2.1423081231237578e-11,6.6668767663676616e-12,1.7262056185884966e-11,Wake,Sleep stage W
0,57,1710.0,EEG Fpz-Cz,-1.6307507452223793e-07,1.1232293734915651e-05,-6.456586065224922e-05,5.138735266523407e-05,3.785730480820676e-07,5.98297351859206e-11,3.497966218291689e-11,6.213496283768119e-12,1.2763746737133759e-11,Wake,Sleep stage W
0,58,1740.0,EEG Fpz-Cz,6.124859558463905e-08,9.1056245927523e-06,-6.86371372664676e-05,3.4777114868939856e-05,2.487484518437897e-07,4.249366339447061e-11,1.965559284790785e-11,4.860017092660834e-12,9.03137740232268e-12,Wake,Sleep stage W
0,59,1770.0,EEG Fpz-Cz,1.3517311590650176e-07,1.944102657611961e-05,-6.599434211695403e-05,9.047393578622666e-05,1.1339153583139586e-06,2.3208114992033058e-10,1.9971725923390407e-11,5.986468746283562e-12,1.035726862091618e-11,Wake,Sleep stage W
0,60,1800.0,EEG Fpz-Cz,1.4700492924824057e-08,1.692585777049397e-05,-6.11662658524237e-05,7.240136469933639e-05,8.594546321144497e-07,1.7764036803053372e-10,2.237960042726473e-11,6.237213647713326e-12,1.0828462659784068e-11,Wake,Sleep stage W
0,61,1830.0,EEG Fpz-Cz,-1.0860523266493168e-07,1.7680227853323005e-05,-7.968386597265467e-05,6.57352376640734e-05,9.378067561259424e-07,1.7579244444313227e-10,2.4162428989521997e-11,6.112438012779183e-12,9.569787705414092e-12,Wake,Sleep stage W
0,62,1860.0,EEG Fpz-Cz,-2.792491793416944e-08,1.3757827026412055e-05,-7.343197272521762e-05,6.459895674536774e-05,5.678357528691468e-07,9.188837609978043e-11,1.5098551138047522e-11,4.598592093159773e-12,9.25180998158876e-12,Wake,Sleep stage W
0,63,1890.0,EEG Fpz-Cz,7.292817506969921e-09,2.0004675171870785e-05,-7.636683993854975e-05,0.0001045019650465,1.2005612457517518e-06,2.6309392299200565e-10,2.2475416978063125e-11,6.063945176361793e-12,1.0496934579277144e-11,Wake,Sleep stage W
0,64,1920.0,EEG Fpz-Cz,-2.2497738251112943e-08,1.795581774216525e-05,-7.234933147944956e-05,8.819498100255498e-05,9.672356908142482e-07,1.8664341653402648e-10,1.7316342322422197e-11,4.4036253763220855e-12,9.666524704022968e-12,Wake,Sleep stage W
0,65,1950.0,EEG Fpz-Cz,5.586446080484759e-08,2.027481341264996e-05,-9.973704184532556e-05,9.64900101290044e-05,1.2332135392672552e-06,2.755725022870606e-10,2.8380960634110875e-11,8.688850729175938e-12,1.7755438187211376e-11,Wake,Sleep stage W
0,66,1980.0,EEG Fpz-Cz,2.710318449037505e-07,2.6065050002467734e-05,-0.0001025519899787,8.483015287315046e-05,2.038380869676286e-06,4.3203929772964805e-10,3.7721060905690326e-11,8.317146119748585e-12,1.501545757100843e-11,Wake,Sleep stage W
0,67,2010.0,EEG Fpz-Cz,-5.724028362921482e-07,2.0411524954139137e-05,-9.785090839916944e-05,6.548858132359197e-05,1.25087398788132e-06,3.124793739977093e-10,2.4199563436409668e-11,6.1436569340800395e-12,7.692490728012844e-12,Wake,Sleep stage W
0,68,2040.0,EEG Fpz-Cz,1.9932266464196025e-07,3.064134250975501e-05,-0.0001074510947584,8.571492593241498e-05,2.816794800974278e-06,6.715252371319145e-10,6.444114755925995e-11,1.2086733611875978e-11,1.1204338587686834e-11,Wake,Sleep stage W
0,69,2070.0,EEG Fpz-Cz,2.3417817965622497e-07,2.165060794564844e-05,-9.145646338021012e-05,6.852766932148256e-05,1.4064109915080071e-06,3.381406935650246e-10,3.2730806710042053e-11,7.308771721782821e-12,1.0916905107006544e-11,Wake,Sleep stage W
0,70,2100.0,EEG Fpz-Cz,-2.339690437881285e-07,3.2838947586814434e-05,-0.0001185605123391,0.0001299328618691,3.2353536603689904e-06,7.976463446748664e-10,5.3172368935132806e-11,1.2777873537477029e-11,2.0308748065865523e-11,Wake,Sleep stage W
0,71,2130.0,EEG Fpz-Cz,2.691973004450016e-07,2.0339698786425967e-05,-6.880613887552073e-05,0.0001284240624132,1.2413274417273146e-06,2.3631946835577286e-10,1.496230397359608e-11,5.698840582488964e-12,7.892884015451637e-12,Wake,Sleep stage W
0,72,2160.0,EEG Fpz-Cz,-3.5924154551309404e-07,2.1943673818587457e-05,-7.478593020677802e-05,0.0001193533549508,1.4449616254337496e-06,3.2929777473417926e-10,2.537141305143447e-11,5.401887536026763e-12,9.075394640984484e-12,Wake,Sleep stage W
0,73,2190.0,EEG Fpz-Cz,1.729715198069231e-07,1.493614453743789e-05,-8.444695589455302e-05,7.232268095010098e-05,6.693549983697001e-07,1.1235513315526943e-10,1.2865024262162723e-11,4.298550056746304e-12,6.5313419361883995e-12,Wake,Sleep stage W
0,74,2220.0,EEG Fpz-Cz,2.2563930667349403e-08,1.8826669626820887e-05,-9.547642197046152e-05,8.367049415497439e-05,1.0633319951052815e-06,2.2311719453111323e-10,2.0991172159331634e-11,6.644824349931143e-12,8.059952785369438e-12,Wake,Sleep stage W
0,75,2250.0,EEG Fpz-Cz,1.5332355573744216e-07,1.2684051811658633e-05,-7.849806123241463e-05,5.340875180604541e-05,4.827260354207539e-07,1.0234690849196971e-10,1.7128255431612207e-11,4.024021770833589e-12,7.785403667117418e-12,Wake,Sleep stage W
0,76,2280.0,EEG Fpz-Cz,-7.27207776116482e-08,1.7933590564451355e-05,-8.088145107324016e-05,8.067597942307584e-05,9.648568765346255e-07,2.0470849752553456e-10,2.2427673558202517e-11,7.646563334687427e-12,1.002945902787793e-11,Wake,Sleep stage W
0,77,2310.0,EEG Fpz-Cz,3.008675500842026e-07,2.2226849703446144e-05,-8.586941382334986e-05,9.614837773491392e-05,1.4823701070668329e-06,2.919222152390806e-10,2.403212811980024e-11,6.952290447962852e-12,1.0083605417671602e-11,Wake,Sleep stage W
0,78,2340.0,EEG Fpz-Cz,-5.790711978343538e-07,2.045662604440837e-05,-8.465886661506553e-05,7.357611382067665e-05,1.2564266177187844e-06,2.3298676033442595e-10,1.9808683139116124e-11,6.56672139751094e-12,1.4330185832206366e-11,Wake,Sleep stage W
0,79,2370.0,EEG Fpz-Cz,1.9258174978700546e-07,1.3943562408909288e-05,-6.404547319953338e-05,5.807689356457932e-05,5.833800611444978e-07,9.661364550562748e-11,1.8047573183538608e-11,5.7284726033194496e-12,1.20883514930199e-11,Wake,Sleep stage W
0,80,2400.0,EEG Fpz-Cz,2.6851563999232306e-07,1.6595629673038448e-05,-7.069634671357598e-05,8.295865266379293e-05,8.264610746806643e-07,1.5885428447514763e-10,1.8503409856104783e-11,5.717102824309624e-12,1.1138096553949259e-11,Wake,Sleep stage W
0,81,2430.0,EEG Fpz-Cz,-3.52014276012435e-07,1.475961125992223e-05,-7.040563703927658e-05,5.707035756715347e-05,6.539101157836189e-07,1.2754910628524887e-10,1.3709872758284782e-11,5.669435376549123e-12,1.243825061264447e-11,Wake,Sleep stage W
0,82,2460.0,EEG Fpz-Cz,-3.698524796458617e-07,1.89971503876532e-05,-7.454316124968252e-05,8.969489602522944e-05,1.0830855411234377e-06,2.4936982472797e-10,1.8219839833653272e-11,6.362896792986625e-12,9.182407044734127e-12,Wake,Sleep stage W
0,83,2490.0,EEG Fpz-Cz,3.851843091897365e-07,1.9975293885049577e-05,-8.567697940829693e-05,8.779565734147138e-05,1.1974821982384355e-06,3.218658894748981e-10,2.5170943677485896e-11,6.036279014851007e-12,1.1388026689413577e-11,Wake,Sleep stage W
0,84,2520.0,EEG Fpz-Cz,2.7295442138908936e-07,2.4345292908430527e-05,-9.803571349590932e-05,0.000115578440377,1.7783033727403006e-06,3.640037187632559e-10,2.130681338384117e-11,5.710857830631125e-12,9.497680434420791e-12,Wake,Sleep stage W
0,85,2550.0,EEG Fpz-Cz,-3.19440052846305e-07,2.326529274300849e-05,-9.913711567456788e-05,6.920480443744057e-05,1.6241276650957375e-06,3.974058791707886e-10,4.0298071151711e-11,8.419945411910032e-12,1.3891610650043846e-11,Wake,Sleep stage W
0,86,2580.0,EEG Fpz-Cz,2.3060528674510516e-08,3.5143425822609025e-05,-0.0001060719385584,9.272089869485622e-05,3.705182731011616e-06,7.660782884716062e-10,4.8661827982304246e-11,1.0899617098079078e-11,1.6576815963961815e-11,Wake,Sleep stage W
0,87,2610.0,EEG Fpz-Cz,-6.3192840901168e-08,2.6732940918038475e-05,-8.885341895636238e-05,8.583296186335096e-05,2.143962370387431e-06,5.131829527643636e-10,4.155431283645031e-11,1.1073789861188426e-11,1.7611443484960597e-11,Wake,Sleep stage W
0,88,2640.0,EEG Fpz-Cz,-8.729879298626955e-08,2.9259240583226666e-05,-0.0001101245103951,8.6479103178646e-05,2.568332341759186e-06,4.80657784660018e-10,3.612312110966241e-11,1.0937811612957863e-11,2.9538844336606417e-11,Wake,Sleep stage W
0,89,2670.0,EEG Fpz-Cz,1.8617277568208732e-07,3.59615884688896e-05,-0.0001295976253798,0.0001305381891389,3.8798115165245365e-06,7.35473512549237e-10,5.424227394054602e-11,1.0483853378318966e-11,1.6053220633649824e-11,Wake,Sleep stage W
0,90,2700.0,EEG Fpz-Cz,-1.5413513633447165e-07,3.142253950549775e-05,-0.0001090933088815,9.07890725576627e-05,2.9621992398444585e-06,6.433507956539662e-10,6.79646842456602e-11,1.378990163381403e-11,2.034318093320481e-11,Wake,Sleep stage W
0,91,2730.0,EEG Fpz-Cz,5.1703705756263526e-08,3.447513996103099e-05,-0.0001193942987819,0.0001095852281557,3.5656138458175947e-06,7.931942830548064e-10,7.302919333103877e-11,1.771219264728248e-11,2.6941039526584275e-11,Wake,Sleep stage W
0,92,2760.0,EEG Fpz-Cz,1.9607809633493186e-07,3.8887407165983217e-05,-0.0001339626448194,0.0001186316404701,4.5368066481384745e-06,8.026121088624575e-10,7.371340425388644e-11,1.7720808270062843e-11,2.2618934619520167e-11,Wake,Sleep stage W
0,93,2790.0,EEG Fpz-Cz,-3.35495315636422e-07,3.523938520858521e-05,-0.0001162543822198,0.0001080693555265,3.7257804809576032e-06,7.409366483888386e-10,9.412058110034587e-11,1.874988893149692e-11,2.670397477769048e-11,Wake,Sleep stage W
0,94,2820.0,EEG Fpz-Cz,-5.1214914688537535e-09,3.272894509281188e-05,-0.000100459933551,0.0001073345975425,3.2135516193539094e-06,8.217326483019111e-10,1.0072477827391443e-10,1.9112940263901893e-11,2.891233046563288e-11,Wake,Sleep stage W
0,95,2850.0,EEG Fpz-Cz,3.6769056938177356e-07,3.058569876926675e-05,-0.00011689247094,8.743414338523988e-05,2.806860496677414e-06,5.894801218116625e-10,6.025380941812603e-11,1.0007807309297624e-11,1.8234749455283175e-11,Wake,Sleep stage W
0,96,2880.0,EEG Fpz-Cz,-1.2986495474242612e-07,2.6870896013649725e-05,-7.964617251765744e-05,8.781515510425392e-05,2.1661857524485405e-06,5.222701077802451e-10,6.225200786363287e-11,8.944915886539212e-12,1.4091500936840791e-11,Wake,Sleep stage W
0,97,2910.0,EEG Fpz-Cz,2.122975103722161e-07,2.637027084570712e-05,-8.228886609748545e-05,0.0001038235517285,2.0863087641265826e-06,4.517763392629906e-10,4.7751963647616696e-11,1.0335822398101329e-11,1.6994340553830913e-11,Wake,Sleep stage W
0,98,2940.0,EEG Fpz-Cz,-4.908261257113657e-07,2.716746006565661e-05,-9.8700862057788e-05,8.383138757127179e-05,2.214935390114182e-06,4.937955923762563e-10,4.946341722487991e-11,9.702113847416329e-12,1.3560947724694916e-11,Wake,Sleep stage W
0,99,2970.0,EEG Fpz-Cz,4.431566442010889e-07,2.540679561061856e-05,-0.0001158177118692,7.918416212494733e-05,1.9371049530331378e-06,4.3949632539807157e-10,4.976259883661593e-11,9.742857079468448e-12,1.3159040240612535e-11,Wake,Sleep stage W
0,100,3000.0,EEG Fpz-Cz,-2.2266721499814013e-07,3.0354665067988052e-05,-9.678420339860854e-05,0.0001134790553429,2.764365816235108e-06,7.769795542934991e-10,5.8118495480569756e-11,1.148404436471684e-11,1.390632778344079e-11,Wake,Sleep stage W
0,101,3030.0,EEG Fpz-Cz,4.2511967431571525e-07,2.307367498823832e-05,-8.598110892305812e-05,8.525020080838328e-05,1.597725612601035e-06,3.6923603350359447e-10,6.580135298359389e-11,7.834711432194963e-12,9.537402822454131e-12,Wake,Sleep stage W
